,train_actual,train_predictions
0,6.240300708405947,6.89266758320115
1,6.642778029340667,6.872149734990505
2,6.888709306716919,6.927967307547653
3,6.890395879745483,6.922762067213651
4,7.080825868326913,7.012691554483346
5,7.292260179863691,7.170648745806025
6,7.42181822636756,7.198884977279675
7,7.603968610055649,7.273761941987805
8,8.18353404232965,7.484422942739814
9,8.063482014410898,7.611398288237203
10,7.753153667458804,7.697895906006195
11,7.80298447169218,8.041646550460221
12,7.458157539367675,8.15428775222531
13,7.980840655974346,7.944367660942905
14,7.703169487735435,7.990537367811844
15,7.906170300030763,8.056157316101832
16,8.347129978174053,8.156266548432912
17,7.985592286371558,8.1182234256967
18,7.787191528054539,8.05661780615849
19,7.735673904418945,8.288298334561219
20,7.839934291006801,8.33260854953731
21,7.9837515943616495,8.009462620729542
22,8.025456536376392,8.073813842492346
23,7.776460670972577,8.259501516105988
24,7.665605297216535,8.239566441757418
25,7.427339359386129,8.21353286039083
26,7.632487713949114,8.074080244569565
27,8.068848541902526,7.9948236745006875
28,8.36552778211967,7.943697905388095
29,8.84175729751587,7.99653951825817
30,8.78563943641255,8.214218565227608
31,8.891740813110914,8.382970815657794
32,9.26079262890833,8.559257887626114
33,9.477898505376842,8.687187794380726
34,9.38513743688516,8.800867478154068
35,9.698991338977386,9.158996098063511
36,9.691327241570182,9.534709313021109
37,9.38958291893799,9.456796305269377
38,9.61772970055825,9.609680237260337
39,9.746522801190686,9.877435878345947
40,9.836830615997314,9.72611882364077
41,9.856455215397245,9.731655567002734
42,9.96853608891043,10.069676375582585
43,10.0456573762171,10.08633803305722
44,10.433262728037061,9.988112424390975
45,10.515137273278455,10.132044052378534
46,10.40842342376709,10.262926067712497
47,10.53706258112621,10.507679722054489
48,10.858739293462754,10.67750277993323
49,11.000715255737305,10.612470209290986
50,10.53184838434304,10.675566439714995
51,10.865791624739376,11.077435802475666
52,10.842481024848716,11.262441945742376
53,10.412716293254825,10.965058587959703
54,10.472821895892762,11.00372003507878
55,10.718446254730225,11.364662556133379
56,10.379907248037359,11.092411677203478
57,10.207110393742983,10.791509298433178
58,10.516825603696478,11.182005037600012
59,10.73071259484815,11.048233076747238
60,10.674288673530423,10.60039243306506
61,10.62062428284079,10.818294520631817
62,10.312751737230268,11.16507262875997
63,10.295270739662257,10.986381781996625
64,10.563282012939453,10.835159566077756
65,10.150686638780389,10.810517559906652
66,9.973135948181152,10.7880629742198
