,train_actual,train_predictions
0,6.049105540799143,6.201552459711188
1,6.1870979854329775,6.219739996212365
2,6.240300708405947,6.227742228377773
3,6.642778029340667,6.201253760718269
4,6.888709306716919,6.424288055763879
5,6.890395879745483,6.5361663664233305
6,7.080825868326913,6.631102388073517
7,7.292260179863691,6.83203009406595
8,7.42181822636756,7.05197869709506
9,7.603968610055649,7.217439802880394
10,8.18353404232965,7.365264289338675
11,8.063482014410898,7.800591055831051
12,7.753153667458804,7.702824499048158
13,7.80298447169218,7.678436170841555
14,7.458157539367675,7.8221827812787055
15,7.980840655974346,7.694523718403136
16,7.703169487735435,8.1400645024331
17,7.906170300030763,7.602755319545846
18,8.347129978174053,7.97454807051569
19,7.985592286371558,8.02023186508208
20,7.787191528054539,7.915286039730286
21,7.735673904418945,7.851320795265059
22,7.839934291006801,7.848770918399919
23,7.9837515943616495,8.041800765761405
24,8.025456536376392,7.977286613995379
25,7.776460670972577,7.93530879541024
26,7.665605297216535,7.773059843573051
27,7.427339359386129,7.792139822015374
28,7.632487713949114,7.64361663264788
29,8.068848541902526,7.837356042932349
30,8.36552778211967,7.9340225732846035
31,8.84175729751587,8.061634824333302
32,8.78563943641255,8.36241984886826
33,8.891740813110914,8.321140782803404
34,9.26079262890833,8.675578574191375
35,9.477898505376842,8.976029321764926
36,9.38513743688516,9.220303416662908
37,9.698991338977386,9.185193106330702
38,9.691327241570182,9.497556095865088
39,9.38958291893799,9.512533970828471
40,9.61772970055825,9.463223093101961
41,9.746522801190686,9.647258332334035
42,9.836830615997314,9.705951044231593
43,9.856455215397245,9.821337684511779
44,9.96853608891043,9.724609907170674
45,10.0456573762171,9.892569855128247
46,10.433262728037061,9.964207171266203
47,10.515137273278455,10.274281081976941
48,10.40842342376709,10.25832047948094
49,10.53706258112621,10.300964232860052
50,10.858739293462754,10.44680098102348
51,11.000715255737305,10.740243839014678
52,10.53184838434304,10.83121669554882
53,10.865791624739376,10.507273621447405
54,10.842481024848716,10.92766972259662
55,10.412716293254825,10.802769530460333
56,10.472821895892762,10.69845787394354
57,10.718446254730225,10.637319932996348
58,10.379907248037359,10.798817340101541
59,10.207110393742983,10.547896107470478
60,10.516825603696478,10.40317343318965
61,10.73071259484815,10.58754364937879
62,10.674288673530423,10.713022861739093
63,10.62062428284079,10.596781506333485
64,10.312751737230268,10.547384513291298
65,10.295270739662257,10.430184369199107
66,10.563282012939453,10.572686852618427
67,10.150686638780389,10.65452371145148
68,9.973135948181152,10.299766682235038
69,10.101314695491162,10.233009280224886
70,10.411337165813247,10.24303581554184
71,10.901515876013455,10.498898625114709
72,11.33419359140074,10.647202966233033
73,12.049609661102295,10.83839140922759
74,12.012041007611423,11.40029222443374
75,11.41913780924805,11.392691698470921
76,11.65372513806477,11.260284650240608
77,11.201264761953396,11.739788302244854
78,11.852126361609969,11.472262359265994
79,11.70524207541009,12.175998974457977
80,11.783743471328016,11.498789983962531
81,12.472168922424316,11.898783337073334
82,12.273155087607917,12.094967191426976
83,11.529532432556152,12.049059990210065
84,12.1564769482002,11.667648754310058
85,12.830489430864448,12.282408620323418
86,12.302134657576017,12.619452573700224
87,12.304434134676429,12.265117045536511
88,12.260425944562353,12.234054257490028
89,11.78450915290614,12.275772432327797
90,11.367775182666804,12.254191878369047
91,11.706160579751941,11.854404562398402
92,12.020015903901363,12.088568651114464
93,11.806435964460402,12.104842851808096
94,12.16076678505865,11.827132907341047
95,12.421111583709717,12.029875095844615
96,12.902245530242926,12.160212798319623
97,12.95943247989331,12.662196567873258
98,13.107699419361897,12.553549787572754
99,13.82019750270345,12.876802522780846
100,14.161805629730225,13.413985931925618
101,15.28950732641506,13.677919314321226
102,15.637855903654462,14.596633253634648
103,16.304054939216176,14.67095674381378
104,16.428549267914455,15.587267040583148
105,17.25880518140567,15.627645462539679
106,18.381290870362413,16.755451396769317
107,18.657121658325195,17.422666573885362
108,19.144995788173297,17.802882840664218
109,19.20127026692036,18.392463411265396
110,18.270132838562716,18.579969987025812
111,18.52266010127309,18.42297471000475
112,17.87930679321289,18.9771713800458
113,17.438496589660645,18.374695036166937
114,16.854177474975586,18.454444670355592
115,17.277812984407053,17.560936444148506
116,17.480508613495672,18.08469503332246
117,17.525893042677964,17.68626264061971
118,17.575414657592773,17.678507402578
119,17.86995308546748,17.473347539717633
120,17.624632230625743,17.834575060615236
121,18.59778181959912,17.665269980624732
122,18.55363154632692,18.522802111074313
123,18.595944777148556,18.130973369566554
124,17.86105639050618,18.603038132635948
125,18.883578333716017,17.84036426344692
126,19.131267547607422,19.2119349095207
127,19.83465781234318,18.823071880315716
128,20.55637695079038,19.67293207665481
129,20.647072493185227,19.685507365904893
130,20.67925621624596,20.103676334489165
131,21.544176804440156,20.334257269156534
132,21.23497799231069,21.18396864316688
133,20.50987622537422,21.00177854038483
134,19.82973079792275,20.837964559140314
135,19.55779777839042,20.40481793839847
136,19.28540650928378,20.64235928362113
137,18.397233451718815,20.269472627517114
138,17.5486563813854,19.412367807431654
139,16.651015935426337,18.719602385321522
140,17.52437091154988,18.012899651945755
141,18.144353017543086,18.668999236845544
142,16.799360275268555,18.212001611741098
143,16.409705455080882,17.10311016366259
144,16.191447002688406,16.870512840317335
145,15.91099552281963,16.833189036608815
146,16.27775764465332,16.989387583625724
147,15.604256499219195,16.71058731567694
148,15.580587329110987,15.909390071437503
149,14.112310886383057,16.133145197567426
150,14.135513375980214,14.7030788561813
151,14.654784046671038,15.426068099474282
152,14.135123026990268,15.066859248700036
153,13.814144786600032,14.715277127407953
154,13.343180125381235,14.146600782806955
155,13.46345449998346,13.737222850941382
156,14.143992490431888,14.125202810497614
157,14.135746936471051,14.241666113005332
158,13.307708215363135,13.99827952242257
159,13.347849106263507,13.38569925644874
160,12.46986722946167,13.652568743993234
161,12.730012130522388,13.074931459896664
162,13.846975408111245,13.618799239974162
163,14.29589815644344,13.698453570561263
164,13.682560523916546,13.86819387347181
165,13.82602071762085,13.24669231921471
166,14.102607250213623,13.67612411164479
167,13.793288707733154,14.05594464369702
168,13.534711837768555,14.045052218106234
169,13.004562854766846,13.751677335797668
170,12.559772049377461,13.399372846555455
171,13.163688057148182,13.318239135178318
172,13.386550903320312,13.610501343832613
173,13.488196856995202,13.390075405702396
174,13.919835090637207,13.423548668961605
175,14.54176348311126,13.541137341964413
176,14.68081539932913,14.089588586893925
177,15.839080810546875,14.225972617206585
178,15.79304970215366,15.184658086589272
179,15.530240411355422,14.98748852830362
180,15.652575492858887,15.348553857799548
181,14.62784619063485,15.478906647749554
182,15.376060485839844,15.086053785678153
183,15.247889143596659,15.964433324854852
184,15.34185254511281,15.226498636849252
185,15.705080567929194,15.718026802235952
186,16.415141105651855,15.42824770572801
187,16.568531621182068,16.14489769926324
188,16.521578276247457,16.10894474743874
189,16.491472943167324,16.235701907707536
190,16.47212910402007,16.35528461684636
191,16.769292007424585,16.6035877945674
192,17.926547506362137,16.879948804426494
193,17.839180888230782,17.579174739686064
194,17.450358267484987,17.27530124678111
195,17.943516731262207,17.296063071386417
196,17.3981902888843,17.77580244347683
197,17.07866951980651,17.59644619982593
198,17.490322386923012,17.680103562116308
199,17.379638566262088,17.701888953834896
200,15.938855226824638,17.66051990210022
201,16.755609598867917,16.545623225422805
