,train_actual,train_predictions
0,6.888709306716919,7.84884224817585
1,6.890395879745483,7.834887505043309
2,7.080825868326913,7.875962427907801
3,7.292260179863691,7.869130293737847
4,7.42181822636756,7.927555448299415
5,7.603968610055649,8.039595560718173
6,8.18353404232965,8.05706792483816
7,8.063482014410898,8.10864954045047
8,7.753153667458804,8.266453354017253
9,7.80298447169218,8.359762940121808
10,7.458157539367675,8.420727714730607
11,7.980840655974346,8.671216926714298
12,7.703169487735435,8.767755454506093
13,7.906170300030763,8.609365279722667
14,8.347129978174053,8.647802912501884
15,7.985592286371558,8.711960561230486
16,7.787191528054539,8.768506108991774
17,7.735673904418945,8.753517737047378
18,7.839934291006801,8.691491885966625
19,7.9837515943616495,8.865711567377657
20,8.025456536376392,8.913761422931495
21,7.776460670972577,8.66095545947056
22,7.665605297216535,8.717918612417606
23,7.427339359386129,8.857842986632388
24,7.632487713949114,8.837223648834321
25,8.068848541902526,8.815738046757165
26,8.36552778211967,8.714226991355675
27,8.84175729751587,8.654689992058909
28,8.78563943641255,8.623388101065068
29,8.891740813110914,8.655854080318429
30,9.26079262890833,8.813255996102038
31,9.477898505376842,8.937147256171107
32,9.38513743688516,9.065620514460564
33,9.698991338977386,9.179859976795157
34,9.691327241570182,9.270590912345027
35,9.38958291893799,9.554744141889651
36,9.61772970055825,9.859816037213125
37,9.746522801190686,9.808643805487282
38,9.836830615997314,9.932034678173208
39,9.856455215397245,10.153259600948443
40,9.96853608891043,10.036837156784456
41,10.0456573762171,10.035272619199285
42,10.433262728037061,10.303770602601706
43,10.515137273278455,10.324864010590696
44,10.40842342376709,10.252837282278117
45,10.53706258112621,10.371230626497749
46,10.858739293462754,10.480058698667822
47,11.000715255737305,10.689798776759977
48,10.53184838434304,10.840834128562674
49,10.865791624739376,10.797340902613048
50,10.842481024848716,10.850251889438242
51,10.412716293254825,11.185336340628945
52,10.472821895892762,11.35549706837865
53,10.718446254730225,11.104603128739996
54,10.379907248037359,11.142317711069836
55,10.207110393742983,11.417983308608473
56,10.516825603696478,11.194019705799697
57,10.73071259484815,10.946437784423068
58,10.674288673530423,11.25516355682248
59,10.62062428284079,11.14427795736257
60,10.312751737230268,10.782761061561853
61,10.295270739662257,10.951346198855969
62,10.563282012939453,11.242530108158917
63,10.150686638780389,11.113948358321606
64,9.973135948181152,10.993791071684218
65,10.101314695491162,10.956222225583133
66,10.411337165813247,10.928232382015555
67,10.901515876013455,11.073719070502866
68,11.33419359140074,10.944330096762684
