Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1973-02-21,0.0,0.21240712440303136,0.20734964311122892,0.20734964311122894,523200,0.0,0.0
1973-02-22,0.0,0.20734964650424798,0.19723519017318053,0.19849944114685059,360000,0.0,0.0
1973-02-23,0.0,0.19976361527261857,0.19597087800502777,0.19597087800502777,206400,0.0,0.0
1973-02-26,0.0,0.19597088261838572,0.19217765331268308,0.1921776533126831,235200,0.0,0.0
1973-02-27,0.0,0.1909133402702537,0.18712060444115083,0.1896490901708603,619200,0.0,0.0
1973-02-28,0.0,0.1947066464788159,0.18712067981623748,0.1921776533126831,662400,0.0,0.0
1973-03-01,0.0,0.19723512858391895,0.19344239131632815,0.19597087800502777,652800,0.0,0.0
1973-03-02,0.0,0.19723524153232574,0.19470675339566632,0.19723524153232574,144000,0.0,0.0
1973-03-05,0.0,0.1997636594259518,0.1934424340724945,0.1934424340724945,206400,0.0,0.0
1973-03-06,0.0,0.19470668493082036,0.19217769126524464,0.1934424340724945,206400,0.0,0.0
1973-03-07,0.0,0.19597092132006022,0.19217769126524464,0.1934424340724945,206400,0.0,0.0
1973-03-08,0.0,0.194706734577536,0.18459177017211914,0.18459177017211914,532800,0.0,0.0
1973-03-09,0.0,0.19091348350048068,0.18206326315449622,0.19091348350048065,912000,0.0,0.0
1973-03-12,0.0,0.19344231794859185,0.18964909017086032,0.1896490901708603,484800,0.0,0.0
1973-03-13,0.0,0.1934423958701629,0.1896491665644603,0.1921776533126831,1238400,0.0,0.0
1973-03-14,0.0,0.1972350537776947,0.18964909017086032,0.1896490901708603,1651200,0.0,0.0
1973-03-15,0.0,0.1909133402702537,0.1883848400714669,0.1896490901708603,72000,0.0,0.0
1973-03-16,0.0,0.19091348350048068,0.18964923245260024,0.19091348350048065,76800,0.0,0.0
1973-03-19,0.0,0.19217757590056977,0.18964909017086032,0.1896490901708603,307200,0.0,0.0
1973-03-20,0.0,0.18964920804539803,0.1833274906087578,0.187120720744133,312000,0.0,0.0
1973-03-21,0.0,0.18964920099918403,0.1845917201665385,0.18838495016098022,734400,0.0,0.0
1973-03-22,0.0,0.1883850011941404,0.18459177017211914,0.18459177017211914,230400,0.0,0.0
1973-03-23,0.0,0.1871207719282289,0.18206328952427916,0.1833275407552719,331200,0.0,0.0
1973-03-26,0.0,0.18332753194163404,0.17827054172987272,0.17953479290008545,715200,0.0,0.0
1973-03-27,0.0,0.18079902960120858,0.17827054172987272,0.17953479290008545,398400,0.0,0.0
1973-03-28,0.0,0.1820632807714213,0.17827054172987272,0.17953479290008545,436800,0.0,0.0
1973-03-29,0.0,0.17827046381550135,0.16941975453236602,0.1744772344827652,806400,0.0,0.0
1973-03-30,0.0,0.17574148510042822,0.1719487477165224,0.1744772344827652,384000,0.0,0.0
1973-04-02,0.0,0.17447745381661497,0.16562722535677693,0.1681557297706604,7924800,0.0,0.0
1973-04-03,0.0,0.1706845981949774,0.16689136661551837,0.16941985487937927,355200,0.0,0.0
1973-04-04,0.0,0.1744772344827652,0.16689126776612323,0.1744772344827652,686400,0.0,0.0
1973-04-05,0.0,0.1833275407552719,0.17574157035842694,0.1833275407552719,432000,0.0,0.0
1973-04-06,0.0,0.19470673799514768,0.18332753667839863,0.1947067379951477,288000,0.0,0.0
