Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1970-01-02,0.17828774357412622,0.17900951206684113,0.17792677121588538,0.17900951206684113,1174400,0.0,0.0
1970-01-05,0.17900955487811376,0.18189680576324463,0.17864867054544853,0.18189680576324463,1881600,0.0,0.0
1970-01-06,0.18189670927455479,0.1822575934157859,0.17973131631531036,0.18153582513332367,1232000,0.0,0.0
1970-01-07,0.18153578746723179,0.18153578746723179,0.1800921630899811,0.18045304715633392,918400,0.0,0.0
1970-01-08,0.18045324762711334,0.18189687360813026,0.17973147869257355,0.18081413209438324,1075200,0.0,0.0
1970-01-09,0.18081396873900374,0.18153582513332367,0.18009220045654148,0.18153582513332367,1072000,0.0,0.0
1970-01-12,0.18153591543874756,0.18189679975950135,0.18009229004383087,0.18009229004383087,892800,0.0,0.0
1970-01-13,0.18009239457263343,0.18117513627523868,0.17937053740024567,0.17937053740024567,1248000,0.0,0.0
1970-01-14,0.17937048588701895,0.17973145842552185,0.17864871703386795,0.17973145842552185,1328000,0.0,0.0
1970-01-15,0.17973143653491883,0.17973143653491883,0.17756595401535857,0.17792683839797974,1206400,0.0,0.0
1970-01-16,0.1779268681541347,0.17900960959499046,0.1779268681541347,0.17864872515201569,1100800,0.0,0.0
1970-01-19,0.17864872515201569,0.17900960959499046,0.1775659837111599,0.17864872515201569,700800,0.0,0.0
1970-01-20,0.17864869527513869,0.17973143653491883,0.17792683839797974,0.17792683839797974,1241600,0.0,0.0
1970-01-21,0.17792678674940607,0.17900952769488823,0.17756590247154236,0.17756590247154236,841600,0.0,0.0
1970-01-22,0.17756586521284298,0.17792674941498224,0.17612224029241336,0.1764831244945526,1382400,0.0,0.0
1970-01-23,0.1764831791441696,0.1764831791441696,0.173595928409247,0.17395690083503723,1878400,0.0,0.0
1970-01-26,0.17395689285948523,0.1746786614541744,0.17323503615290026,0.17431777715682983,1043200,0.0,0.0
1970-01-27,0.17359600285778923,0.17359600285778923,0.17179149240255356,0.17323511838912964,2054400,0.0,0.0
1970-01-28,0.17323506998666022,0.17323506998666022,0.16746056765377154,0.16782145202159882,1488000,0.0,0.0
1970-01-29,0.1663777543588945,0.1663777543588945,0.16421236097812653,0.16421236097812653,1548800,0.0,0.0
1970-01-30,0.16385152223190885,0.16385152223190885,0.16168604013839144,0.16276878118515015,2172800,0.0,0.0
1970-02-02,0.1627687590085612,0.1627687590085612,0.1616860181093216,0.1616860181093216,2755200,0.0,0.0
1970-02-03,0.1616860674516029,0.1660169442583423,0.1609642987064368,0.1649342030286789,2572800,0.0,0.0
1970-02-04,0.16493422603096072,0.1652951985658004,0.16385157276222106,0.16457334160804749,2003200,0.0,0.0
1970-02-05,0.1645732451896087,0.1645732451896087,0.16385147676664436,0.16421236097812653,1676800,0.0,0.0
1970-02-06,0.16204700852724913,0.16204700852724913,0.15988161342212717,0.16024249792099,1635200,0.0,0.0
1970-02-09,0.1602423946004615,0.16096425124469596,0.1591596536900539,0.15952062606811523,1398400,0.0,0.0
1970-02-10,0.1587987568429023,0.1587987568429023,0.152302488118906,0.1537461131811142,2777600,0.0,0.0
1970-02-11,0.153746133990693,0.15482878684997559,0.15158065204834156,0.15482878684997559,2316800,0.0,0.0
1970-02-12,0.1544679438454185,0.1544679438454185,0.148693441271758,0.15085892379283905,2611200,0.0,0.0
1970-02-13,0.15085880393598927,0.15121968803214259,0.14869332313537598,0.15013694763183594,2380800,0.0,0.0
1970-02-16,0.14652801333929588,0.14652801333929588,0.1447234156139529,0.14544527232646942,3497600,0.0,0.0
1970-02-17,0.14544525711059353,0.14544525711059353,0.14400163194848312,0.14472340047359467,3078400,0.0,0.0
1970-02-18,0.14652780918783734,0.15374592569680043,0.14652780918783734,0.1526631861925125,4438400,0.0,0.0
1970-02-19,0.15482878684997559,0.15771603736518208,0.15482878684997559,0.15482878684997559,3376000,0.0,0.0
1970-02-20,0.15482869765455567,0.15952054312275615,0.153024189150086,0.1591595709323883,4480000,0.0,0.0
1970-02-24,0.1591597062688771,0.16385155572664534,0.15807705311270043,0.15843793749809265,3750400,0.0,0.0
1970-02-25,0.15843798715925295,0.16132523937121224,0.153024367233843,0.16096435487270355,4771200,0.0,0.0
1970-02-26,0.15952057340057613,0.15952057340057613,0.15555058344774456,0.15627235174179077,3705600,0.0,0.0
1970-02-27,0.15627238945643918,0.15843787108491159,0.15591150522232056,0.15591150522232056,4137600,0.0,0.0
1970-03-02,0.15591159602191962,0.15843796335581328,0.15446797013282776,0.15446797013282776,5107200,0.0,0.0
1970-03-03,0.1544678816562777,0.1551897382433224,0.15266337235648775,0.1537461131811142,5152000,0.0,0.0
