,week,train_recon_rmse,test_recon_rmse
0,1,0.3537745881705521,21.763201623094698
1,2,0.2761424471277377,21.001778189779714
2,3,0.2432310142625585,21.071115268786887
3,4,0.22269148719024834,21.29467630806581
4,5,0.20670043178599903,21.481726862727776
5,6,0.20182201715179618,21.58018787206129
6,7,0.2102641014724757,21.642105461521556
