0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-323,9.4e-323,8.74e-322,8.23e-321,7.7405e-320,7.2536e-319,6.774095e-318,6.3046986e-317,5.84778144e-316,5.40544704e-315,4.979500558e-314,4.5714464902e-313,4.182492609347e-312,3.8135584764803e-311,3.4652879189873e-310,3.13806492863585e-309,2.832032364912674e-308,2.5471128430122725e-307,2.2830311936966257e-306,2.0393379052368965e-305,1.8154329937122315e-304,1.6105897947312856e-303,1.4239782246163424e-302,1.254687119930856e-301,1.101745328383581e-300,9.64141289546157e-300,8.408409083187618e-299,7.308035859898139e-298,6.329963315660128e-297,5.464059286450926e-296,4.700491796153227e-295,4.0298128885234596e-294,3.443024795770723e-293,2.931629651284918e-292,2.487664148024288e-291,2.1037206750306118e-290,1.7729565378274666e-289,1.4890928904516637e-288,1.2464049846396715e-287,1.039705282600637e-286,8.64320891248014e-286,7.160666649035879e-285,5.912151970212634e-284
1.0058857309193653e-222,4.2137667087630586e-222,1.7616321628928484e-221,7.349924483923464e-221,3.060366407213605e-220,1.2717064628729066e-219,5.273794872330144e-219,2.1826419190532898e-218,9.014977623976548e-218,3.715948764901403e-217,1.528613478443317e-216,6.275503193372108e-216,2.5711198909407103e-215,1.0512814577708155e-214,4.289815201124791e-214,1.746952377589302e-213,7.099805502659034e-213,2.8796170733725584e-212,1.165590317771093e-211,4.708472362767694e-211,1.8981783819661977e-210,7.63689682657852e-210,3.066335893884928e-209,1.228698797450746e-208,4.913534872179765e-208,1.9609456422133532e-207,7.810160711894792e-207,3.104397242812763e-206,1.2314520627143158e-205,4.875067519357771e-205,1.9260460324295952e-204,7.594087434067018e-204,2.988184623143124e-203,1.1734434445894103e-202,4.598750019608147e-202,1.7986238389822105e-201,7.020431251862785e-201,2.7347028260254346e-200,1.0631129074668768e-199,4.124502257589259e-199,1.5969326608728454e-198,6.170559777688173e-198,2.37949845735053e-197,9.157336942031166e-197,3.517028308174078e-196,1.3480482489166724e-195,5.156534316543939e-195,1.9684903540941074e-194,7.499487278243572e-194,2.851364626230136e-193,1.0819242254682776e-192,4.096979925520604e-192,1.5482950658301318e-191,5.839377156108816e-191,2.1978711398122646e-190,8.255831664446921e-190,3.094869456789227e-189,1.157835187054071e-188,4.3228887160382495e-188,1.6107356484773507e-187,5.989594045573879e-187,2.2227642811959754e-186,8.232132142996978e-186,3.0426651489010006e-185,1.1223256536909326e-184,4.131488258952775e-184,1.5178087733443083e-183,5.564812012169323e-183,2.0361362682210076e-182,7.435087514320553e-182,2.7094942438449413e-181,9.85401646768874e-181,3.5765247744266315e-180,1.2954841228804305e-179,4.683018298873255e-179,1.6894390092054003e-178,6.082499527932694e-178,2.1854685088155768e-177,7.836640513732807e-177,2.8043886460850927e-176,1.0015424888082147e-175,3.569632108345366e-175,1.2696980234138254e-174,4.507132552607569e-174,1.59669924820732e-173,5.645063271348231e-173,1.9917618521605968e-172,7.013404849997566e-172,2.4645822227360447e-171,8.643320490877604e-171,3.0251075882716557e-170,1.0566324309171355e-169,3.683239423873426e-169,1.2813237253711439e-168,4.448470224760869e-168,1.5412937286198177e-167,5.329457921539496e-167,1.8390924729848107e-166,6.333547022356535e-166,2.176773965472154e-165
8.739045877314757e-149,2.2582183880652043e-148,5.827583583345126e-148,1.5018678983922335e-147,3.865410389174761e-147,9.935280574716114e-147,2.5502650221734245e-146,6.53749160631837e-146,1.6736229620333373e-145,4.278827307399585e-145,1.0924776061946447e-144,2.7856142778614123e-144,7.093328413771866e-144,1.8038474517481021e-143,4.581104497347661e-143,1.1618799065654855e-142,2.9428825884735215e-142,7.443981437289195e-142,1.8804347968767168e-141,4.743860705325016e-141,1.195160494006532e-140,3.0070536844415626e-140,7.555736182614315e-140,1.8959768980741123e-139,4.751272601922838e-139,1.1890702337564105e-138,2.971842012546977e-138,7.417619985829937e-138,1.8489454313259874e-137,4.602610874112254e-137,1.1442082535807867e-136,2.8407076756345345e-136,7.04317801008859e-136,1.743939589344333e-135,4.312358522052497e-135,1.0649247857697893e-134,2.6262959373890574e-134,6.468283405872194e-134,1.5909446481358066e-133,3.907884789020353e-133,9.58625736888738e-133,2.348427024318342e-132,5.74547190976941e-132,1.4037668865568836e-131,3.4251920961957713e-131,8.34632946915244e-131,2.031078772233284e-130,4.936039899535269e-130,1.197984523675667e-129,2.903650929440303e-129,7.028428878017693e-129,1.6989975607326304e-128,4.101549033250117e-128,9.888347312569071e-128,2.3807849451790256e-127,5.724496246550623e-127,1.3745958673212056e-126,3.2963509595365624e-126,7.894279643600538e-126,1.8880444749874837e-125,4.50954355385066e-125,1.075656492173101e-124,2.5623312390691194e-124,6.095615877686991e-124,1.4481733911941536e-123,3.435929046972966e-123,8.141200713875722e-123,1.9264306913908824e-122,4.5523848251677164e-122,1.0743485373913316e-121,2.532048840237997e-121,5.9596343079629e-121,1.4008376199850763e-120,3.288339374536982e-120,7.708788327647227e-120,1.804746716440501e-119,4.219558881074483e-119,9.852319665285549e-119,2.297368112840503e-118,5.349871305039035e-118,1.244161426617013e-117,2.8895537795725115e-117,6.70201634626744e-117,1.5523899956154337e-116,3.591011859387544e-116,8.295708729444897e-116,1.913862806246837e-115,4.409494055592852e-115,1.0145825115129517e-114,2.3313454706475245e-114,5.349910886961846e-114,1.2260469844813326e-113,2.8060042891936693e-113,6.413427640916574e-113,1.463904411274997e-112,3.3369975773617783e-112,7.596607970816645e-112,1.727047132500119e-111,3.9211126259537224e-111,8.890682374054019e-111
1.2746680224392909e-96,2.3578040954893606e-96,4.357535616015359e-96,8.046310248789357e-96,1.4844829142839616e-95,2.7363789043603057e-95,5.0396440659400606e-95,9.273551679823789e-95,1.7049628845424517e-94,3.1318890094372117e-94,5.74804814526449e-94,1.0540398542219438e-93,1.931151155261596e-93,3.535070709198053e-93,6.465506351837603e-93,1.1814887241040346e-92,2.1571444126892788e-92,3.9350609232724845e-92,7.172099425951465e-92,1.3060618480310336e-91,2.3763137767502426e-91,4.319827742843634e-91,7.846060877609183e-91,1.4238345220505705e-90,2.5816060159797683e-90,4.676737683287167e-90,8.464838149844593e-90,1.5307945488921002e-89,2.7659081641744386e-89,4.993225804519033e-89,9.006317582497931e-89,1.6230649852966472e-88,2.922450482011126e-88,5.257520981413252e-88,9.450123162256302e-88,1.6971355220966458e-87,3.045216535818751e-87,5.459368831965116e-87,9.778883977360353e-87,1.7500834251951523e-86,3.1293260164775348e-86,5.590690760466542e-86,9.979360954666681e-86,1.7797647174545968e-85,3.171356430194228e-85,5.646120186257568e-85,1.0043331150321972e-84,1.7849581881314766e-84,3.169574126927963e-84,5.623366373588027e-84,9.9681472988841e-84,1.765448751263431e-83,3.1240529345780204e-83,5.523371489092915e-83,9.756919559118905e-83,1.7220422235500198e-82,3.0366690855199044e-82,5.350245880482398e-82,9.418302067906634e-82,1.656510106766916e-81,2.9109729213525674e-81,5.110987772258298e-81,8.96590471618684e-81,1.5714696476607588e-80,2.751949601468611e-80,4.8150140173515854e-80,8.417385864593089e-80,1.4702104917158195e-79,2.565691289743902e-79,4.4735457465307146e-79,7.793310265598781e-79,1.3564839241918879e-78,2.359010841080648e-78,4.0989047187987708e-78,7.115874994119467e-78,1.234273481111097e-77,2.139031040437903e-77,3.7037816565003336e-77,6.407612897362691e-77,1.1075663641280166e-76,1.9127836468946158e-76,3.300536524126667e-76,5.690177798067556e-76,9.801436515866121e-76,1.6868490725237903e-75,2.9005831709037893e-75,4.9832998501753e-75,8.554040807163056e-75,1.4670611497520329e-74,2.5138983671794014e-74,4.303975754855901e-74,7.362317073972879e-74,1.2582931121528848e-73,2.1486799043527014e-73,3.665930487351051e-73,6.249126701870283e-73,1.0643317932447497e-72,1.811162182715652e-72,3.0793584704282323e-72,5.231012479656979e-72
3.8361890973877864e-93,6.894184475760789e-93,1.2379692060343643e-92,2.2211650540751806e-92,3.9819506238652066e-92,7.132716410512615e-92,1.2766095600645483e-91,2.2829966584860983e-91,4.079402029566686e-91,7.283360185757054e-91,1.2993050194757192e-90,2.3159783381363537e-90,4.124790715870785e-90,7.340292928766227e-90,1.305175501736444e-89,2.318827720906629e-89,4.1163481778509e-89,7.301292864223593e-89,1.29399168031471e-88,2.2914334446319223e-88,4.05440435206266e-88,7.167883193843131e-88,1.2661898506866304e-87,2.2348623795307457e-87,3.9413662198491468e-87,6.945233375404111e-87,1.222843685909658e-86,2.1512906794338696e-86,3.7815626003878765e-86,6.641826719969434e-86,1.1655954305310999e-85,2.0438648732049228e-85,3.580969084227879e-85,6.268924101410339e-85,1.0965526792471043e-84,1.9165053557315704e-84,3.346837469311264e-84,5.839871028957061e-84,1.018159781500319e-83,1.773669378141706e-83,3.0872617107669723e-83,5.3693074615500134e-83,9.330547944775991e-83,1.620093473213539e-82,2.810716507478503e-82,4.872345363593911e-82,8.43923602343517e-82,1.4605359459104396e-81,2.52560492234657e-81,4.363777803503245e-81,7.5336231306409285e-81,1.299538651738802e-80,2.2398480637156458e-80,3.85737593431585e-80,6.637574703140157e-80,1.1412240767739517e-79,1.9605434762204822e-79,3.365317762497891e-79,5.771912335968722e-79,9.891392224865194e-79,1.6937104560865266e-78,2.897777008157098e-78,4.953758200120579e-78,8.461526025262579e-78,1.4441311411692854e-77,2.4626836108700133e-77,4.196185275488642e-77,7.144054173188941e-77,1.2152870528111176e-76,2.0656514939903562e-76,3.5081590927287087e-76,5.953132613450323e-76,1.0093827591242137e-75,1.7100556985729025e-75,2.8947341065238254e-75,4.896109797165371e-75,8.274422014720014e-75,1.3972310692265906e-74,2.3574519494011016e-74,3.974307929377853e-74,6.694593711672035e-74,1.126758870061582e-73,1.894880359394335e-73,3.184026336650733e-73,5.345835081921375e-73,8.96806010787701e-73,1.503230270228803e-72,2.51765700217026e-72,4.2131959843416507e-72,7.044834722039589e-72,1.1769933362884071e-71,1.9648131123031015e-71,3.277272394726004e-71,5.461952012843417e-71,9.095514467069258e-71,1.5133894636635708e-70,2.5160437669968276e-70,4.179551926156202e-70,6.93721744111391e-70,1.1504955354886796e-69
4.9174904097200223e-57,7.048191142281193e-57,1.0096925600891608e-56,1.445699297927622e-56,2.06892198776334e-56,2.9592904410889414e-56,4.23066267124901e-56,6.04514241837373e-56,8.63340285094828e-56,1.2323520928322689e-55,1.7581864901812687e-55,2.5071042980207627e-55,3.573198930277259e-55,5.090018025103996e-55,7.247008594884831e-55,1.0312775498658035e-54,1.466795881591209e-54,2.0851683836027006e-54,2.9627152424017416e-54,4.2074215152801336e-54,5.971995422592924e-54,8.47227882352669e-54,1.2013189973423602e-53,1.7025261099954894e-53,2.4116070685669725e-53,3.414260442673137e-53,4.831300777307517e-53,6.832959336618267e-53,9.658972459818228e-53,1.3646785031546778e-52,1.9271126589487133e-52,2.7199516817118764e-52,3.837007120301835e-52,5.410050913243325e-52,7.624079748538415e-52,1.073867848204005e-51,1.5117903892886042e-51,2.1272065013142144e-51,2.991610537337934e-51,4.2051141359831503e-51,5.907828136243842e-51,8.295742226520996e-51,1.1642868056172056e-50,1.633210013347434e-50,2.289820415969323e-50,3.208766711813875e-50,4.494197926512154e-50,6.29134610458066e-50,8.802626831704451e-50,1.231000802500767e-49,1.7206071050449573e-49,2.4037119299059996e-49,3.3562975585893987e-49,4.683988565654531e-49,6.5335395820813656e-49,9.10874528940367e-49,1.2692463420646397e-48,1.7677083528538338e-48,2.46066583185514e-48,3.4235131047814776e-48,4.760676615087314e-48,6.616719126004662e-48,9.191662060508826e-48,1.2762117211534193e-47,1.7710415099319448e-47,2.4564734967529974e-47,3.405436263534719e-47,4.718573899192838e-47,6.534706656646182e-47,9.045212281279275e-47,1.2513787093445339e-46,1.7303585005953704e-46,2.3914469486383542e-46,3.3034120018779736e-46,4.560810887418411e-46,6.293593929273771e-46,8.680259381675265e-46,1.1965862790538632e-45,1.648665938241231e-45,2.270380475572822e-45,3.124941937399883e-45,4.298951965575531e-45,5.91099461632304e-45,8.123363105411394e-45,1.1158055046860658e-44,1.531857841989194e-44,2.1019663531499388e-44,2.88277260718874e-44,3.9515942473000003e-44,5.413917500233495e-44,7.413584697832105e-44,1.0146638897216727e-43,1.3880128510731413e-43,1.89776354801917e-43,2.5933912727285844e-43,3.5421856607980267e-43,4.835617352517274e-43,6.597962839209591e-43,8.997982291889445e-43,1.2264722720607871e-42
1.9373817295601822e-51,2.6723510724464944e-51,3.684459814632524e-51,5.077572545308931e-51,6.994238709415533e-51,9.630010581531658e-51,1.3253026876520585e-50,1.8230786015689002e-50,2.5066731485736148e-50,3.4450221988037465e-50,4.732475137667582e-50,6.498104000824874e-50,8.918400577498638e-50,1.2234586419072123e-49,1.6776200626450182e-49,2.2993227162735194e-49,3.149983284688751e-49,4.313388428915358e-49,5.903789838377931e-49,8.076909372863733e-49,1.1044893462901744e-48,1.5096624495142163e-48,2.062529528790262e-48,2.816582636422453e-48,3.844561572999234e-48,5.2453339642457065e-48,7.153218129193118e-48,9.750610159055995e-48,1.328507829608728e-47,1.8092494275173118e-47,2.4628318987316523e-47,3.350989727732058e-47,4.557360917002209e-47,6.195205989099177e-47,8.417828611215855e-47,1.143263682519414e-46,1.552010791583504e-46,2.1059355029315127e-46,2.85625775257774e-46,3.872146022925502e-46,5.246963675853873e-46,7.106673923215157e-46,9.621144138046669e-46,1.3019342539472455e-45,1.7609757943467137e-45,2.3807824900960074e-45,3.217274032512675e-45,4.345686451562447e-45,5.867197707468115e-45,7.917809677305217e-45,1.0680249397032241e-44,1.4399908432052976e-44,1.9406180534548713e-44,2.614101248917774e-44,3.5197088680213755e-44,4.736887611445206e-44,6.372082931758729e-44,8.567848108990886e-44,1.1515004140458229e-43,1.5468864622531058e-43,2.077087439199403e-43,2.7877454819840167e-43,3.739843788825929e-43,5.014825257316837e-43,6.721406276778463e-43,9.004642813712238e-43,1.205798763107024e-42,1.6139317978078365e-42,2.1592231250004496e-42,2.8874326827553285e-42,3.859474835012783e-42,5.1563995239322925e-42,6.885998221803859e-42,9.191560567029249e-42,1.2263476433828243e-41,1.6354600838371095e-41,2.180059251743664e-41,2.9046823545312803e-41,3.868396627314181e-41,5.149503361447982e-41,6.851752966003749e-41,9.112552584269652e-41,1.2113799993466593e-40,1.6096177436764122e-40,2.1378001504772174e-40,2.8380069602387212e-40,3.76583952773617e-40,4.994731690710407e-40,6.6216240253643084e-40,8.774429175584437e-40,1.162184899341903e-39,1.538627832021338e-39,2.0360757921402418e-39,2.6931236717985073e-39,3.5605792335753604e-39,4.705296685062869e-39,6.215203752919547e-39,8.205890727772427e-39,1.0829242742693385e-38,1.4284743565951556e-38
