Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,216.77560918013728,217.74969775579402,211.3739326413514,212.52511596679688,2869074,0.0,0.0
2000-01-04,208.62866920827898,209.69128748140992,204.02395629882812,204.02395629882812,2875782,0.0,0.0
2000-01-05,203.66973876953125,208.27443455743702,201.9872388528873,203.66973876953125,3548064,0.0,0.0
2000-01-06,202.78428972302018,208.185963804392,202.07587732023794,206.39279174804688,2583516,0.0,0.0
2000-01-07,209.69130661600005,215.1815268225785,208.2744652595952,214.3845672607422,2618382,0.0,0.0
2000-01-10,216.33289478396253,218.28103856364666,214.11909196832917,214.29620361328125,1979445,0.0,0.0
2000-01-11,213.9419001385107,216.33281370298798,213.4105991287002,214.65032958984375,1965990,0.0,0.0
2000-01-12,214.03045636154008,217.12978239858563,213.3220269366791,215.35873413085938,2384499,0.0,0.0
2000-01-13,216.9526108764573,219.52061835098135,216.7754993534453,217.838134765625,1943955,0.0,0.0
2000-01-14,217.3067555420007,219.07780281896896,211.90508326907118,213.9417724609375,2402439,0.0,0.0
2000-01-18,211.99367844566822,211.99367844566822,207.92028227915495,209.6913299560547,2378571,0.0,0.0
2000-01-19,207.56607913650137,213.853276559147,207.21187296855666,210.70968627929688,1930461,0.0,0.0
2000-01-20,211.1967995795377,212.17087111553892,202.0759325942975,206.76919555664062,3998670,0.0,0.0
2000-01-21,209.60270771202462,210.04546104152203,203.9353774071744,204.20101928710938,3120702,0.0,0.0
2000-01-24,205.88363523244942,206.76915925414755,193.30923796800226,195.70013427734375,3525093,0.0,0.0
2000-01-25,195.61162583669648,198.88804681934062,194.10623638671726,196.2314910888672,3300375,0.0,0.0
2000-01-26,199.0651547761584,201.45606838037213,196.76280539417786,200.3934326171875,2061384,0.0,0.0
2000-01-27,200.57046177384566,200.83612060546875,194.19471726667038,200.83612060546875,2501655,0.0,0.0
2000-01-28,198.79941911267193,199.06507795094234,189.32434943771702,189.8556671142578,3880071,0.0,0.0
2000-01-31,189.8556671142578,192.60076909617987,188.5273729229058,189.8556671142578,2831751,0.0,0.0
2000-02-01,190.20982588944705,194.10610957885305,189.85561981431385,192.6892852783203,3554070,0.0,0.0
2000-02-02,194.28323765094441,194.99164986175026,189.94418334960938,189.94418334960938,2836626,0.0,0.0
2000-02-03,192.60071595020648,198.0909521249728,191.62664505396222,197.29397583007812,2630160,0.0,0.0
2000-02-04,199.77347338169528,202.78425081019395,199.06506111485223,200.57044982910156,2361723,0.0,0.0
2000-02-07,200.74755104682274,200.83611523028995,192.51221180164123,193.39773559570312,2377050,0.0,0.0
2000-02-08,193.48636425035963,196.14293674926498,193.39781689261486,194.19479370117188,2430363,0.0,0.0
2000-02-09,194.10612616677176,195.0801971723654,189.94418334960938,189.94418334960938,2083107,0.0,0.0
2000-02-10,190.65267992932505,194.0176647141622,188.6159897062327,191.8924102783203,2491788,0.0,0.0
2000-02-11,191.36101366132388,194.54888529009676,189.23576028782819,189.5014190673828,2671812,0.0,0.0
2000-02-14,189.50145593707919,192.60076400037903,189.23579710583752,190.386962890625,1890447,0.0,0.0
2000-02-15,189.85570009699603,196.93985832116002,189.7671358935566,194.8146209716797,2447055,0.0,0.0
2000-02-16,193.57489120707027,194.01764477351352,190.38700144947583,192.20233154296875,1889004,0.0,0.0
2000-02-17,191.09543280689863,192.15805149549172,184.18836917367275,185.60519409179688,3759483,0.0,0.0
2000-02-18,185.60516789402945,186.9334452830244,177.01562166718995,177.28128051757812,4592562,0.0,0.0
2000-02-22,178.87518968618815,184.1883153010314,177.19268950933937,183.65699768066406,3540030,0.0,0.0
2000-02-23,184.1883010597489,188.35024379631284,181.88593612480292,184.89671325683594,2854293,0.0,0.0
2000-02-24,184.63112274484945,188.35031344934774,178.6095831169253,185.60519409179688,3590418,0.0,0.0
2000-02-25,183.47992923355227,185.51663601417548,178.07825503564314,178.6981201171875,3467022,0.0,0.0
2000-02-28,178.52103132609733,187.37623743252453,178.52103132609733,183.39138793945312,3515577,0.0,0.0
2000-02-29,185.07379380951383,189.85561793380043,184.36538166626426,187.55325317382812,2934750,0.0,0.0
2000-03-01,189.14728190601173,189.67859970609715,185.25099633991618,186.1365203857422,3469557,0.0,0.0
2000-03-02,186.13651748413525,192.8664697741941,185.42810500369723,191.62673950195312,2585037,0.0,0.0
2000-03-03,194.460352861969,199.06506644564678,194.19471090199698,197.47113037109375,3089307,0.0,0.0
2000-03-06,198.23138913349322,198.23138913349322,191.30394838817273,195.300537109375,2404818,1.051282,0.0
2000-03-07,195.21177240448228,195.21177240448228,184.19891497782584,184.64297485351562,3851835,0.0,0.0
2000-03-08,185.08694219234027,188.1954102221059,183.3994784546441,185.17575073242188,3108963,0.0,0.0
2000-03-09,185.1758422375412,187.57380930623367,180.73517626142117,183.31076049804688,2457663,0.0,0.0
2000-03-10,185.97513758007165,190.504611344928,184.7317499720411,187.12969970703125,2690961,0.0,0.0
2000-03-13,183.31075544479353,185.44227979012805,181.3568651751947,183.9324493408203,2503917,0.0,0.0
2000-03-14,184.198867095498,184.37650114721868,180.20226160240009,180.4687042236328,2479152,0.0,0.0
2000-03-15,180.29103077345985,191.39269043941306,179.40289461764533,189.79405212402344,3368430,0.0,0.0
2000-03-16,189.971768634579,198.14259848419746,189.70532595711535,197.52090454101562,3900624,0.0,0.0
2000-03-17,196.27749151357577,200.98459977863592,194.94529520959784,198.76426696777344,4142190,0.0,0.0
2000-03-20,198.76430871673418,201.42871879702741,195.5670301505435,200.27413940429688,2027532,0.0,0.0
2000-03-21,197.16566720141884,215.19477591441645,196.18872192351563,213.86257934570312,4828746,0.0,0.0
2000-03-22,213.86259187114612,215.90530805381826,211.19819857767203,214.39547729492188,2822508,0.0,0.0
2000-03-23,215.28352934629956,227.3621368408203,214.48420152505986,227.3621368408203,4071756,0.0,0.0
2000-03-24,223.9872979963177,227.00695930581816,221.58934758013896,226.03001403808594,2999997,0.0,0.0
