Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04,23.693367371695558,24.064784915155553,23.670153221773514,23.94871711730957,38409100,0.0,0
2010-01-05,23.871337726721947,24.064784545454085,23.708841631528262,23.956453323364258,49749600,0.0,0
2010-01-06,23.89455048770034,24.049308533604272,23.61598807130821,23.80943489074707,58182400,0.0,0
2010-01-07,23.701101441053456,23.75526778514726,23.36063613346992,23.56182098388672,50559700,0.0,0
2010-01-08,23.43028280523057,23.8945540605996,23.399330601068726,23.724321365356445,51197400,0.0,0
2010-01-11,23.7630098658617,23.801700120610047,23.306476666889697,23.422544479370117,68754700,0.0,0
2010-01-12,23.32968895668871,23.52313579957316,23.143980164625507,23.267786026000977,65912100,0.0,0
2010-01-13,23.414802692996073,23.615987557944997,23.221355877762345,23.48444366455078,51863500,0.0,0
2010-01-14,23.453491889837128,24.064784545454085,23.41480311644354,23.956453323364258,63228100,0.0,0
2010-01-15,24.04930483292449,24.173110660243694,23.763002934822655,23.879072189331055,79913200,0.0,0
2010-01-19,23.793959157104013,24.1731147519325,23.73979428296882,24.06478500366211,46575700,0.0,0
2010-01-20,23.84038533195643,23.94097850336687,23.453491697662315,23.67015266418457,54849500,0.0,0
2010-01-21,23.685639754079613,23.77075538951878,23.21362882894197,23.22136688232422,73086700,0.0,0
2010-01-22,23.213621736398615,23.368379804994202,22.31602848066179,22.40888214111328,102004600,0.0,0
2010-01-25,22.625545562702083,22.950536360818074,22.51721578862425,22.687448501586914,63373000,0.0,0
2010-01-26,22.594587522001703,23.0975489222216,22.509470455113934,22.826723098754883,66639900,0.0,0
2010-01-27,22.710661194368893,23.074340752407977,22.455311403430304,22.95827293395996,63949500,0.0,0
2010-01-28,23.089810410139535,23.11302455770242,22.354711972016453,22.563634872436523,117513700,0.0,0
2010-01-29,23.13624414082094,23.151720243819337,21.402960453825347,21.805330276489258,193888500,0.0,0
2010-02-01,21.967825059630233,22.037466047650533,21.604145492321667,21.983301162719727,85931100,0.0,0
2010-02-02,21.952348409319086,22.05294011836553,21.774376191956474,22.021987915039062,54413700,0.0,0
2010-02-03,21.867233406944074,22.277341284751987,21.758903636757328,22.153533935546875,61397900,0.0,0
2010-02-04,21.96008843694648,22.052943585642762,21.51902980137483,21.54224395751953,77850000,0.0,0
