,week,train_recon_rmse,test_recon_rmse
0,1,0.8203232248598407,3.495318816575587
1,2,0.5793173206643004,3.711972346828724
2,3,0.5155003997727484,3.9581088818976053
3,4,0.4651640044235493,4.029219923400877
4,5,0.4729455624845241,3.997764262978573
5,6,0.46775592937178423,4.356709002371558
6,7,0.38495024404876726,4.590190553357241
