,week,train_recon_rmse,test_recon_rmse
0,1,1.4579796642716312,13.483407457574561
1,2,0.9893326368136306,7.285087749534068
2,3,0.9117582603195892,9.06601259311211
3,4,0.812620604352886,8.415812455432055
4,5,0.8585882999454615,8.304136072218284
5,6,0.8521731568100727,8.160555150117581
6,7,0.7340884952942432,8.705388890709319
