,week,train_recon_rmse,test_recon_rmse
0,1,0.6961949847069061,2.9077392426134234
1,2,0.5053903775952071,3.2618682437118482
2,3,0.46435503496773545,3.482296707980329
3,4,0.4346740554357925,3.1612474642703887
4,5,0.46340840612043316,3.25261788783301
5,6,0.468783259419658,3.6385511021862964
6,7,0.4199306410100773,3.984019072892818
